id,city,title,company,money
379,深圳,Python高级开发工程师,51JOB-深信服科技,22500
380,深圳,python开发工程师,万科物业,15000
381,深圳,python开发工程师,深圳市嘉鸿网络科技有限公司,16000
382,深圳,Python后端工程师,至优出行共享汽车,20000
383,深圳,python后端开发工程师,长亮科技,16500
384,深圳,Python开发工程师,橙智科技,6000
385,深圳,python开发工程师,上海易宝,18000
386,深圳,python开发工程师,信条智享,13500
387,深圳,python开发工程师,Each+,20000
388,深圳,python开发工程师,腾讯,30000
389,深圳,python开发工程师,海万科技,16000
390,深圳,Python开发工程师,浩海云科技,15000
391,深圳,Python开发工程师（大数据方向）,深圳市丰巢科技有限公司,20000
392,深圳,Python开发工程师,卧安科技,17500
393,深圳,python开发工程师,衍生投资,22500
394,深圳,python开发工程师,深圳趣晓网络科技有限公司,20000
395,深圳,python工程师,有品 PICOOC,17500
396,深圳,python开发工程师,立达信物联科技股份有限公司,17500
397,深圳,Python 后台研发工程师,影子科技,27500
398,深圳,监控系统开发工程师-Python&Go,腾讯,23000
399,深圳,python工程师,今日投资,12500
400,深圳,python后端开发工程师,火乐科技,22500
401,深圳,测试开发工程师,字节跳动,20000
402,深圳,测试开发工程师,字节跳动,30000
403,深圳,移动端App测试开发工程师,快手,30000
404,深圳,高级测试开发工程师-【快影】,快手,30000
405,深圳,基础平台测试开发工程师,Shopee,30000
406,深圳,测试开发工程师,Shopee,22500
407,深圳,测试开发工程师,AKULAKU,20000
408,深圳,测试开发工程师/自动化测试,无秘,30000
409,深圳,测试开发工程师,网新新思,12500
410,深圳,自动化测试开发工程师,动能无线,13000
411,深圳,自动化测试开发工程师,联龙博通,12000
412,深圳,测试开发工程师,爱美购,20000
413,深圳,测试开发工程师,无秘,30000
414,深圳,自动化测试开发工程师,武汉佰钧成技术有限责任公司,20000
415,深圳,测试开发工程师,十方融海集团,10500
416,深圳,测试开发工程师,海王星辰,10000
417,深圳,测试开发工程师,武汉佰钧成技术有限责任公司,20000
418,深圳,移动端App测试开发工程师,智象科技,12500
419,深圳,高级测试开发工程师-【快影】,微创软件,9500
420,深圳,基础平台测试开发工程师,乐信,30000
421,深圳,测试开发工程师,一页科技,10500
422,深圳,测试开发工程师,平安证券,22500
423,深圳,测试开发工程师/自动化测试,MINIEYE,11500
424,深圳,测试开发工程师,大头兄弟,17500
425,深圳,自动化测试开发工程师,申朴信息,15000
426,深圳,自动化测试开发工程师,数源通讯,22500
427,深圳,测试开发工程师,数源通讯,22500
428,深圳,测试开发工程师,深圳市晨北科技有限公司,22500
429,深圳,自动化测试开发工程师,大宇无限,14500
430,深圳,测试开发工程师,威尔视觉,20000
431,深圳,113164-资深测试开发工程师,平安科技,30000
432,深圳,自动化测试工程师,红茶移动,12500
433,深圳,测试开发工程师/自动化测试工程师/软件测试工程师,有芯电子,13000
434,深圳,自动化测试工程师,大展信息科技（深圳）有限公司,16500
435,深圳,测试开发工程师(J13010),货拉拉,30000
436,深圳,自动化测试工程师（中级）,松茂科技,12500
437,深圳,自动化测试工程师,博彦科技,9500
438,深圳,自动化测试工程师,捷顺科技股份,18000
439,深圳,测试开发工程师(J10361),传易,18000
440,深圳,测试开发工程师,字节跳动,30000
441,深圳,资深测试开发工程师—教育,字节跳动,30000
442,深圳,Shopee卖家平台测试开发工程师,Shopee,30000
443,深圳,测试开发工程师-数字银行,Shopee,30000
444,深圳,自动化测试工程师,武汉佰钧成技术有限责任公司,19000
445,深圳,车联网后台测试开发高级工程师,腾讯,30000
446,深圳,测试开发工程师（智能平台）,腾讯,40000
447,深圳,高级自动化测试工程师,枫叶软件,12500
448,深圳,高级自动化测试工程师,彩讯股份,13500
449,深圳,功能测试开发工程师（驻点）,彩讯股份,10000
450,深圳,KYY-测试开发工程师/高级工程师,顺丰科技有限公司,22500
451,深圳,SZH-测试开发工程师,顺丰科技有限公司,30000
452,深圳,自动化测试工程师,武汉佰钧成技术有限责任公司,11500
453,深圳,测试开发工程师（中级）,松茂科技,15000
454,深圳,自动化测试工程师,维恩贝特,13500
455,深圳,测试开发工程师-美业-深圳,有赞,25000
456,深圳,测试开发工程师（中级）,松茂科技,15000
457,深圳,自动化测试工程师,铱云科技-易订货,18000
458,深圳,自动化测试工程师,维恩贝特,13500
459,深圳,测试开发实习生,即构科技,5500
460,深圳,测试开发工程师(J13010),货拉拉,30000
461,深圳,资深测试开发工程师（深圳）,货拉拉,32500
462,深圳,测试开发工程师,德科信息,15500
463,深圳,自动化测试工程师,厦门唐普,14500
464,深圳,自动化测试工程师,万兴科技集团股份有限公司,20000
465,深圳,测试开发leader（深圳）,阅文集团,37500
466,深圳,C++测试开发工程师(J10051),华锐金融技术,15000
467,深圳,自动化测试工程师,商汤科技,22500
468,深圳,测试开发工程师（金蝶云苍穹）,金蝶,22500
469,深圳,自动化测试工程师,大展信息科技（深圳）有限公司,13000
470,深圳,自动化测试工程师,汇合,13000
471,深圳,自动化测试工程师,印孚瑟斯,14000
472,深圳,JAVA开发岗（测试开发方向）(006323),中信银行信用卡中心,25000
473,深圳,测试开发工程师,亿达信息,11000
474,深圳,测试开发实习生-广告系统（可转正）,字节跳动,6000
475,深圳,测试开发工程师-广告系统,字节跳动,37500
476,深圳,理财通测试开发工程师,腾讯,32500
477,深圳,自动化测试工程师（中级）,松茂科技,12500
478,深圳,车联网后台测试开发高级工程师（深圳）,腾讯,37500
479,深圳,测试开发工程师,深圳宝润兴业,12500
480,深圳,高级自动化测试工程师,武汉佰钧成技术有限责任公司,19000
481,深圳,测试开发工程师,云天励飞,16000
482,深圳,自动化测试工程师 (MJ000149),万兴科技集团股份有限公司,21500
483,深圳,KJC-后台开发工程师(测试开发),微众银行,20000
484,深圳,测试开发工程师,招银网络科技,30000
485,深圳,测试开发工程师,合生科技,15000
486,深圳,测试开发工程师,商汤科技,30000
487,深圳,自动化测试工程师,Crypto.com,27500
488,深圳,测试开发工程师,深圳无内科技有限公司,7500
489,深圳,测试开发工程师,海万科技,13000
490,深圳,测试开发工程师,钻木信息,11500
491,深圳,高级测试开发工程师 — 专项质量方向,字节跳动,30000
492,深圳,资深测试开发工程师 — 创新工具,字节跳动,37500
493,深圳,18425-跨境业务测试开发工程师（深圳）,腾讯,22500
494,深圳,高级测试开发工程师,创梦天地,37500
495,深圳,测试开发工程师（AI算法方向）,声扬科技,15000
496,深圳,测试开发专家,Lazada,30000
497,深圳,测试开发工程师,TCL,22500
498,深圳,测试开发工程师,TCL,22500
499,深圳,自动化测试开发工程师,联龙博通,10500
500,深圳,自动化测试工程师,福州捷科,12000
501,北京,高级测试开发工程师,水滴 WATERDROP INC,30000
502,北京,测试开发工程师,贝壳,37500
503,北京,测试开发工程师,贝壳,30000
504,北京,测试开发工程师,字节跳动,30000
505,北京,高级测试开发工程师,字节跳动,40000
506,北京,测试开发工程师,快手,37500
507,北京,资深测试开发工程师,跟谁学,28500
508,北京,资深测试开发工程师,跟谁学,32500
509,北京,测试开发工程师,快手,37500
510,北京,测试开发工程师,明翰,30000
511,北京,测试开发工程师,中科网安链,12500
512,北京,测试开发,伊澳科技,42500
513,北京,测试开发工程师,动视云科技,16000
514,北京,高级测试开发工程师,北大附中基础教育投资有限公司,15000
515,北京,高级测试开发工程师,希悦,15000
516,北京,高级测试开发工程师,网联,37500
517,北京,高级测试开发工程师,老虎集团,32500
518,北京,高级测试开发工程师,鲸鱼外教培优,22500
519,北京,测试开发工程师,Nox夜神,20000
520,北京,测试开发工程师,马上金融,22500
521,北京,测试开发工程师,玩加电竞,12000
522,北京,测试开发工程师,字节跳动,30000
523,北京,资深测试开发工程师,字节跳动,45000
524,北京,高级测试开发工程师,贝壳,30000
525,北京,资深测试开发工程师,贝壳,30000
526,北京,测试开发工程师,快手,37500
527,北京,测试开发专家,快手,37500
528,北京,资深测试开发工程师,跟谁学,45000
529,北京,资深测试开发（工具方向）,跟谁学,37500
530,北京,测试开发工程师,慧科讯业,25000
531,北京,测试开发工程师,顺丰同城科技,22500
532,北京,测试开发工程师,金山云,32500
533,北京,资深测试开发工程师,FreeWheel,40000
534,北京,测试开发工程师,金山云,32500
535,北京,测试开发工程师,睿帆科技,17500
536,北京,测试开发,睿帆科技,17500
537,北京,高级测试开发工程师,网联,37500
538,北京,测试开发工程师,广州方舟医药有限公司,22500
539,北京,高级测试开发工程师,北大附中基础教育投资有限公司,15000
540,北京,高级测试开发工程师,希悦,15000
541,北京,测试开发工程师,爱学习教育集团,27500
542,北京,测试开发工程师,东华,15000
543,北京,测试开发工程师,区块节点,17500
544,北京,测试开发工程师,小米,34500
545,北京,测试开发工程师,京东集团,25000
546,北京,测试开发工程师,唱吧-玩音乐，就上唱吧！,15000
547,北京,测试开发工程师,币世界,15000
548,北京,测试开发工程师,粉笔网,20000
549,北京,测试开发工程师,字节跳动,25000
550,北京,测试开发工程师,字节跳动,30000
551,北京,资深测试开发工程师,贝壳,32500
552,北京,测试开发工程师,贝壳,30000
553,北京,测试开发工程师-2021校招,跟谁学,15000
554,北京,测试开发工程师-【电商生态】,快手,30000
555,北京,音视频中台测试开发工程师,快手,30000
556,北京,资深测试开发工程师-【共享业务】,跟谁学,30000
557,北京,测试开发工程师,金山云,30000
558,北京,高级测试开发工程师,地坪线,40000
559,北京,测试开发工程师,Nox夜神,12500
560,北京,高级测试开发工程师,北京涛思数据科技有限公司,32500
561,北京,高级测试开发工程师,小米,20000
562,北京,测试开发工程师,北京新氧科技有限公司,32500
563,北京,测试开发工程师,ExceedData,15000
564,北京,测试开发工程师,龙湖集团,21500
565,北京,测试开发工程师,文德数慧,22500
566,北京,测试开发专家,水滴 WATERDROP INC,40000
567,北京,高级测试开发工程师,小米,30000
568,北京,高级测试开发工程师,网易,22500
569,北京,测试开发工程师,字节跳动,37500
570,北京,测试开发工程师,贝壳,30000
571,北京,资深测试开发工程师,贝壳,32500
572,北京,测试开发工程师,字节跳动,30000
573,北京,短视频测试开发工程师,快手,30000
574,北京,高级测试开发工程师-【HLG】,快手,30000
575,北京,高级测试开发工程师【用户增长】,跟谁学,30000
576,北京,测试开发工程师,跟谁学,40000
577,北京,高级测试开发工程师,滴滴,37500
578,北京,测试开发工程师,本木医疗,20000
579,北京,测试开发工程师,酷克数据,37500
580,北京,测试开发工程师,易车公司,24000
581,北京,测试开发工程师,火花思维,27500
582,北京,测试开发工程师,武汉佰钧成技术有限责任公司,16500
583,北京,测试开发工程师,循环智能,25000
584,北京,高级测试开发工程师,阳光产险信保事业部,27000
585,北京,测试开发工程师,蓝信移动（北京）科技有限公司,20000
586,北京,测试开发工程师,兰宇,30000
587,北京,测试开发工程师,小红书,32500
588,北京,高级测试开发工程师,北京领格卓越科技有限公司,22500
589,北京,测试开发工程师,字节跳动,30000
590,北京,测试开发工程师,字节跳动,22500
591,北京,资深测试开发工程师,贝壳,27500
592,北京,测试开发实习生-【HLG】,快手,5000
593,北京,测试开发工程师（交易平台）,贝壳,32500
594,北京,测试开发工程师,快手,30000
595,北京,资深测试开发工程师,跟谁学,35000
596,北京,测试开发工程师,皓略教育科技有限公司,42500
597,北京,测试开发工程师,微创软件,13000
598,北京,资深测试开发工程师,网联,65000
599,北京,高级测试开发工程师,安居客,20000
600,北京,测试开发工程师,欧思其软件,20000
601,广州,测试开发工程师,点云科技,22500
602,广州,高级测试开发工程师,广州科瑞迪,13500
603,广州,高级测试开发工程师,太平洋网络有限公司,15000
604,广州,自动化测试,CLPS,14000
605,广州,测试开发工程师,微革网络,20000
606,广州,测试开发工程师,京信通信,8000
607,广州,测试开发工程师,兼职猫,10500
608,广州,高级测试开发工程师,奥思网络,25000
609,广州,测试开发工程师,摩航时代,9500
610,广州,高级测试开发工程师,摩航时代,14000
611,广州,高级测试开发工程师,虎牙科技,37500
612,广州,测试开发工程师,多益网络,15000
613,广州,资深测试开发工程师,网易,20000
614,广州,性能测试/自动化测试,CLPS,15500
615,广州,高级自动化测试工程师,建顺信息,12500
616,广州,测试开发高级工程师（广州）,腾讯,22500
617,广州,高级自动化测试工程师,微革网络,17500
618,广州,企业微信测试开发工程师,腾讯,30000
619,广州,自动化测试工程师,慧博云通,20500
620,广州,SPBU-测试开发工程师,酷狗音乐,18000
621,广州,自动化测试工程师,猎游信息,11500
622,广州,自动化测试工程师,爱拍科技,11500
623,广州,自动化测试,上海中软华腾软件系统有限公司,14000
624,广州,资深测试开发工程师,Fordeal,25000
625,广州,测试开发工程师-2021届校招,趣丸,12000
626,广州,中级自动化测试工程师,掌动智能,11500
627,广州,高级测试开发工程师,Arts Alliance Media（中国）,18000
628,广州,自动化测试,联通（广东）产业互联网...,17000
629,广州,测试开发工程师,花生日记,20000
630,广州,高级测试开发工程师,乐摇摇,19500
631,广州,自动化测试工程师,CLPS,17500
632,广州,高级自动化测试工程师,CLPS,20000
633,广州,测试开发工程师,赞同科技,10000
634,广州,测试开发工程师,建信金科,20000
635,广州,自动化测试工程师,Altran （亚创）,13500
636,广州,高级测试开发工程师 (MJ000654),欢聚集团（JOYY Inc.）,27500
637,广州,测试开发工程师 (MJ002397),欢聚集团（JOYY Inc.）,22500
638,广州,测试开发工程师,广发银行,22500
639,广州,测试开发高级/资深工程师,小鹏汽车,30000
640,广州,自动驾驶仿真测试开发工程师/高级工程师/资深工程师,小鹏汽车,20000
641,广州,测试开发工程师,广州市果肉教育科技有限公司,15000
642,广州,测试开发工程师,SHOPLINE,16000
643,广州,资深软件测试/测试开发-CC直播,网易,35000
644,广州,测试开发工程师,广东三维家信息科技有限公司,15000
645,广州,自动化测试工程师-英语有要求,软通,21000
646,广州,自动化测试工程师,广东紫晶,9500
647,广州,测试开发工程师,美的IoT,17500
648,广州,测试开发工程师,广东三维家信息科技有限公司,18000
649,广州,测试开发工程师,金山办公软件,15000
650,广州,自动化测试工程师,诺特软件开发,12000
651,广州,测试开发工程师,征安智能,7000
652,广州,测试开发专家,阿里云,32500
653,广州,自动化测试,言某信息,3000
654,广州,测试开发工程师,广州博纳,9000
655,广州,测试开发工程师,网易,27500
656,广州,测试开发工程师,金山办公软件,20000
657,广州,测试开发工程师,创酷互动,13500
658,广州,高级测试开发工程师,阿里文娱,22500
659,广州,自动化测试,Altran （亚创）,19500
660,广州,自动化测试工程师,广东紫晶,9500
661,广州,测试开发工程师,都灵源链,6000
662,广州,自动化测试（体育西）,德惟科技,9500
663,广州,测试开发工程师（广州）,广发证券,35000
664,广州,自动化测试工程师,法本信息,17500
665,广州,自动化测试工程师,深圳雁联技术,11000
666,广州,高级软件测试开发工程师,美云智数,14500
667,广州,自动化测试实习生,言某信息,2500
668,广州,测试开发（2021届校招）,创酷互动,9000
669,广州,自动化测试工程师,青木科技,25000
670,广州,测试开发实习生,佳都科技,3000
671,广州,性能测试开发工程师,有用分期武汉运营中心,30000
672,广州,高级自动化测试工程师,极点三维,15500
673,广州,自动化测试工程师（外资金融银行业）,广州市绿蕃茄软件科技有限公司,12500
674,广州,阿里巴巴融媒体发展事业部-测试开发工程师-广州,阿里文娱,22500
675,广州,自动化测试 (MJ000118),光娱游戏,17500
676,广州,测试开发负责人,美的IoT,45000
677,广州,JAVA测试开发,宏志信息,11500
678,广州,服务端高级测试开发工程师,滴滴,20500
679,广州,自动化测试工程师,CLPS,15500
680,广州,自动化测试工程师,CLPS,20000
681,广州,测试开发工程师,网易,20000
682,广州,自动化测试工程师,CLPS,16500
683,广州,自动化测试工程师,金山办公软件,18500
684,广州,AI算法工程师-（游戏测试开发方向）,网易,25000
685,广州,自动化测试工程师,Altran （亚创）,18500
686,广州,游戏测试/测试开发工程师,网易,14000
687,广州,测试开发工程师（工具研发方向）,网易,20000
688,广州,测试开发工程师-YC,网易,22500
689,广州,游戏测试开发工程师（2021实习-广杭沪）,网易,7500
690,广州,游戏测试开发工程师,网易,17500
691,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
692,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
693,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
694,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
695,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
696,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
697,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
698,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
699,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
700,广州,自动驾驶仿真测试开发工程师,小鹏汽车,15000
701,上海,测试开发工程师,字节跳动,24000
702,上海,高级测试开发工程师,贝壳,25000
703,上海,资深测试开发工程师,字节跳动,42500
704,上海,资深测试开发工程师,贝壳,37500
705,上海,测试开发工程师,DeNA China,19000
706,上海,资深测试开发工程师（上海）,酷家乐,25000
707,上海,测试开发工程师,轻轻教育,14000
708,上海,测试开发工程师,阜坤信息,8000
709,上海,测试开发,微盟,50000
710,上海,测试开发工程师,PPIO,22500
711,上海,高级测试开发工程师,欢动科技,13500
712,上海,测试开发工程师,收钱吧,18000
713,上海,测试开发工程师,平安金服,30000
714,上海,自动化测试工程师,途虎养车网,13500
715,上海,测试开发专家,长投学堂,30000
716,上海,高级/资深测试开发工程师,酷家乐,24000
717,上海,高级测试开发工程师,携程集团,27500
718,上海,测试开发工程师,CLPS,15000
719,上海,测试开发主管,上海鹰角网络,32500
720,上海,测试开发工程师,诺互汽车,10000
721,上海,资深测试开发工程师,哔哩哔哩,30000
722,上海,测试开发工程师,联盟智能社区,35000
723,上海,测试开发工程师,联盟智能社区,32500
724,上海,自动化测试,瞬联软件科技（北京）有限公司,14000
725,上海,测试开发工程师,耀乘健康,22500
726,上海,测试开发工程师,微创软件,14500
727,上海,测试开发工程师,微创软件,19000
728,上海,测试开发工程师,竹间智能科技(上海)有限公司,30000
729,上海,自动化测试工程师-虹口区,网达软件,14500
730,上海,测试开发工程师,擎创EOI,20000
731,上海,测试开发工程师,小红书,32500
732,上海,测试开发工程师,点对点科技,16000
733,上海,高级测试开发工程师,阅文集团,24000
734,上海,测试开发工程师,阅文集团,22500
735,上海,测试开发工程师,诺互汽车,10000
736,上海,测试开发工程师,Soul,20000
737,上海,0931BC-测试开发工程师,平安健康保险,20000
738,上海,资深测试开发工程师,乐言科技,30000
739,上海,测试开发专家,蚂蚁金服,30000
740,上海,到店技术-测试开发工程师-上海服务端,美团点评,30000
741,上海,到店技术-测试开发工程师-上海,美团点评,30000
742,上海,高级测试开发工程师,快仓智能仓储,25000
743,上海,测试开发工程师 (MJ000166),Soul,30000
744,上海,自动化测试工程师,CLPS,20000
745,上海,自动化测试工程师,坤亿科技,20000
746,上海,自动化测试工程师,高仙机器人,25000
747,上海,测试开发工程师SH,通联数据,13500
748,上海,25310X-测试开发工程师,陆金所,19500
749,上海,测试开发工程师/专家,蚂蚁集团,37500
750,上海,测试开发工程师高级,沃点网络,24000
751,上海,自动化测试工程师,奥解思,17500
752,上海,自动化测试工程师,沃点网络,12500
753,上海,自动化测试工程师,奥解思,16000
754,上海,自动化测试专家,NIO蔚来,40000
755,上海,测试开发工程师(性能方向),Student.com,27500
756,上海,测试开发leader(J13011),货拉拉,45000
757,上海,自动化测试工程师,云简,14000
758,上海,资深自动化测试,合阔信息,25000
759,上海,资深白盒测试开发工程师,泰为,32500
760,上海,自动化测试工程师(J11680),TapTap,20000
761,上海,测试开发工程师(J11776),TapTap,27500
762,上海,高级游戏测试开发,哔哩哔哩,27500
763,上海,自动化测试工程师,51JOB,14000
764,上海,测试开发工程师2021届,通联数据,11500
765,上海,高级测试开发工程师 (MJ001033),贝壳金服,30000
766,上海,车载多媒体测试开发实习生,NIO蔚来,4500
767,上海,自动化测试工程师,Altran （亚创）,10000
768,上海,自动化测试工程师,普元,12500
769,上海,测试开发工程师（校园招聘）,微盟,18500
770,上海,测试开发工程师,Runx跑先体育传媒,15000
771,上海,高级测试开发工程师(J21095),携程集团,20000
772,上海,高级测试开发工程师,特赞|Tezign,30000
773,上海,测试开发工程师,中通快递,27500
774,上海,测试开发工程师 (MJ000212),上海米哈游,30000
775,上海,自动化测试,爱可生,15000
776,上海,自动化测试工程师,51JOB-上海唐乾文化传播有限公司,12500
777,上海,高级测试开发工程师（工具平台）,VIP陪练,22500
778,上海,测试开发工程师（业务线）,VIP陪练,20000
779,上海,资深测试开发工程师,品览Pinlan,30000
780,上海,测试开发工程师,宜家,25000
781,上海,测试开发工程师,京东集团,30000
782,上海,测试开发工程师(web/app/server),安居客,22500
783,上海,高级自动化测试工程师,格尔软件,20000
784,上海,自动化测试工程师,格尔软件,14000
785,上海,高级自动化测试工程师,快仓智能仓储,20000
786,上海,自动化测试工程师,华住酒店集团,17500
787,上海,自动化测试工程师,华住酒店集团,14000
788,上海,高级测试开发（高级/负责人）,数闰信息,32500
789,上海,测试开发工程师,ZILLIZ,40000
790,上海,测试开发专家,ZILLIZ,40000
791,上海,高级测试开发工程师,契约锁,17500
792,上海,测试开发专家,蚂蚁金服,50500
793,上海,测试开发工程师,上海寸心创意科技有限公司,18500
794,上海,测试开发工程师,基煜基金,22500
795,上海,测试开发专家,维信金科,30000
796,上海,测试开发工程师,盛付通,15000
797,上海,资深软件测试工程师-自动化测试,趋动科技,27500
798,上海,自动化测试,舟恩信息,14000
799,上海,测试开发专家,哈啰出行,40000
800,上海,测试开发专家,阿里口碑,30000
